Major,researchExp,industryExp,toeflScore,GRE_V,GRE_Q,GRE_AWA,CGPA,University
Electronics and Communication,0.0,0.0,87.0,138,170,3.5,3.36,University of Illinois at Chicago
MIS,0.0,0.0,98.0,152,160,3.0,3.14,University of Illinois at Chicago
Computer Science,0.0,0.0,93.0,142,169,3.0,3.46,University of Illinois at Chicago
Computer Science,0.0,24.0,109.0,159,162,4.0,3.58,University of Illinois at Chicago
Computer Science,0.0,0.0,107.0,153,162,4.0,3.58,University of Illinois at Chicago
Electronics and Communication,0.0,0.0,112.0,162,155,4.0,3.62,University of Illinois at Chicago
MIS,0.0,34.0,108.0,155,156,4.0,3.2,University of Illinois at Chicago
MIS,0.0,0.0,115.0,152,164,4.0,3.2,University of Illinois at Chicago
Electronics and Communication,0.0,0.0,104.21251509054326,152,160,3.0,3.17,University of Illinois at Chicago
MIS,0.0,0.0,110.0,140,170,3.5,3.2,University of Illinois at Chicago
Civil Engineering,0.0,0.0,108.0,145,165,3.5,3.68,University of Illinois at Chicago
MIS,0.0,0.0,104.0,155,162,4.0,3.3,University of Illinois at Chicago
Computer Science,0.0,0.0,105.0,152,166,3.0,3.36,University of Illinois at Chicago
MIS,0.0,0.0,105.0,151,157,4.5,3.1,University of Illinois at Chicago
MIS,0.0,0.0,97.0,144,168,3.0,3.1,University of Illinois at Chicago
Biomedical Engineering,0.0,0.0,109.0,158,162,4.5,3.39,University of Illinois at Chicago
Computer Science,0.0,0.0,100.0,153,162,3.5,2.75,University of Illinois at Chicago
MIS,0.0,0.0,92.0,142,169,4.0,3.1,University of Illinois at Chicago
MIS,0.0,0.0,105.0,150,160,3.0,3.68,University of Illinois at Chicago
Industrial Engineering,0.0,0.0,97.0,146,160,3.0,3.62,University of Illinois at Chicago
MIS,0.0,0.0,108.0,155,156,3.5,3.2,University of Illinois at Chicago
MIS,0.0,0.0,105.0,150,164,3.5,3.14,University of Illinois at Chicago
Computer Science,18.0,3.0,107.0,153,166,3.5,3.65,University of Illinois at Chicago
MIS,0.0,0.0,109.0,149,159,4.0,2.85,University of Illinois at Chicago
Electrical Engineering,0.0,0.0,103.0,146,161,3.5,3.33,University of Illinois at Chicago
Electrical Engineering,0.0,0.0,111.0,145,169,4.0,3.33,University of Illinois at Chicago
MIS,0.0,40.0,108.0,153,158,3.0,3.07,University of Illinois at Chicago
Computer Science,0.0,0.0,94.0,146,167,3.0,2.85,University of Illinois at Chicago
MIS,0.0,0.0,104.0,145,168,3.5,2.85,University of Illinois at Chicago
MIS,0.0,0.0,103.0,150,161,3.0,3.58,University of Illinois at Chicago
Civil Engineering,0.0,0.0,85.0,140,170,3.0,3.52,University of Illinois at Chicago
Mechanical Engineering,0.0,0.0,104.0,149,160,3.5,3.36,University of Illinois at Chicago
Mechanical Engineering,0.0,0.0,100.0,140,169,3.0,3.26,University of Illinois at Chicago
MIS,0.0,0.0,104.0,152,162,3.0,2.65,University of Illinois at Chicago
MIS,0.0,0.0,104.0,162,163,3.5,3.3,University of Illinois at Chicago
Information Systems,0.0,21.0,108.0,159,157,3.0,3.52,University of Illinois at Chicago
Computer Science,0.0,0.0,104.21251509054326,149,170,5.0,3.3,University of Illinois at Chicago
MIS,0.0,0.0,107.0,149,167,3.0,3.36,University of Illinois at Chicago
Information Systems,0.0,0.0,113.0,151,168,4.0,2.7,University of Illinois at Chicago
MIS,0.0,0.0,117.0,149,170,3.5,3.49,University of Illinois at Chicago
Computer Science,0.0,0.0,110.0,151,169,4.0,3.65,University of Illinois at Chicago
MIS,0.0,0.0,103.0,148,169,3.5,3.52,University of Illinois at Chicago
Chemical Engineering,5.0,12.0,114.0,153,163,5.0,3.33,University of Illinois at Chicago
Electrical Engineering,0.0,0.0,105.0,148,159,4.0,3.42,University of Illinois at Chicago
Industrial Engineering,0.0,0.0,108.0,149,162,4.0,3.52,University of Illinois at Chicago
Electrical Engineering,0.0,0.0,111.0,155,163,3.5,3.52,University of Illinois at Chicago
MIS,0.0,0.0,108.0,143,169,3.0,3.17,University of Illinois at Chicago
MIS,0.0,0.0,114.0,153,161,4.0,3.1,University of Illinois at Chicago
MIS,0.0,0.0,110.0,153,161,4.0,3.33,University of Illinois at Chicago
MIS,0.0,0.0,100.0,142,170,3.0,2.95,University of Illinois at Chicago
Mechanical Engineering,0.0,0.0,109.0,148,170,3.0,3.17,University of Illinois at Chicago
MIS,0.0,18.0,104.21251509054326,146,161,3.5,3.17,University of Illinois at Chicago
Computer Science,0.0,0.0,97.0,146,170,3.0,2.7,University of Illinois at Chicago
MIS,0.0,0.0,106.0,151,156,3.5,3.14,University of Illinois at Chicago
Computer Science,0.0,0.0,110.0,157,165,3.5,3.81,University of Illinois at Chicago
MIS,0.0,0.0,107.0,148,162,5.0,2.75,University of Illinois at Chicago
MIS,0.0,51.0,115.0,158,161,4.0,3.42,University of Illinois at Chicago
Information Systems,0.0,0.0,106.0,152,162,3.5,3.42,University of Illinois at Chicago
Information Systems,0.0,0.0,101.0,158,161,3.0,3.14,University of Illinois at Chicago
MIS,0.0,0.0,91.0,139,147,3.0,3.0,University of Illinois at Chicago
Computer Science,0.0,0.0,100.0,143,170,4.0,3.74,University of Illinois at Chicago
Information Systems,0.0,0.0,92.0,140,158,3.0,3.36,University of Illinois at Chicago
MIS,0.0,0.0,94.0,144,169,2.5,3.58,University of Illinois at Chicago
MIS,0.0,42.0,108.0,151,163,3.5,3.62,University of Illinois at Chicago
Mechanical Engineering,0.0,0.0,110.0,157,163,4.0,3.36,University of Illinois at Chicago
MIS,0.0,0.0,103.0,151,159,3.0,3.14,University of Illinois at Chicago
Computer Science,0.0,0.0,97.0,147,162,3.5,3.87,University of Illinois at Chicago
Mechanical Engineering,0.0,0.0,89.0,141,167,2.5,3.3,University of Illinois at Chicago
Computer Science,0.0,0.0,101.0,150,162,4.0,3.55,University of Illinois at Chicago
Computer Science,0.0,17.0,110.0,151,159,4.5,3.17,University of Illinois at Chicago
Electronics and Communication,0.0,0.0,106.0,150,163,3.5,3.58,University of Illinois at Chicago
Computer Science,0.0,0.0,102.0,155,164,4.5,3.26,University of Illinois at Chicago
Computer Science,0.0,0.0,99.0,148,170,4.5,3.52,University of Illinois at Chicago
MIS,0.0,0.0,105.0,145,165,3.0,3.23,University of Illinois at Chicago
Computer Science,0.0,6.0,100.0,145,161,3.0,3.26,University of Illinois at Chicago
Electrical Engineering,0.0,0.0,103.0,144,170,3.5,3.42,University of Illinois at Chicago
Mechanical Engineering,0.0,31.0,108.0,161,167,3.5,3.68,University of Illinois at Chicago
MIS,0.0,20.0,102.0,146,157,4.5,3.65,University of Illinois at Chicago
Chemical Engineering,0.0,0.0,108.0,147,168,4.0,3.62,University of Illinois at Chicago
Computer Science,0.0,0.0,81.0,146,168,3.0,3.49,University of Illinois at Chicago
Computer Science,0.0,0.0,114.0,144,170,3.5,3.36,University of Illinois at Chicago
Electrical Engineering,0.0,0.0,112.0,147,170,3.0,3.55,University of Illinois at Chicago
Electrical Engineering,0.0,0.0,93.0,138,170,3.5,3.36,University of Illinois at Chicago
Mechanical Engineering,0.0,0.0,91.0,139,165,3.0,3.23,University of Illinois at Chicago
Computer Science,0.0,24.0,114.0,162,165,5.5,3.94,University of Illinois at Chicago
MIS,0.0,0.0,102.0,148,160,4.0,3.65,University of Illinois at Chicago
MIS,0.0,0.0,98.0,151,157,5.5,2.75,University of Illinois at Chicago
MIS,0.0,0.0,116.0,147,165,4.0,3.23,University of Illinois at Chicago
MIS,0.0,0.0,111.0,149,163,3.0,3.36,University of Illinois at Chicago
MIS,0.0,0.0,113.0,157,163,4.0,3.46,University of Illinois at Chicago
MIS,0.0,0.0,103.0,160,163,3.0,3.55,University of Illinois at Chicago
Industrial Engineering,0.0,0.0,112.0,148,164,4.0,3.17,University of Illinois at Chicago
Industrial Engineering,0.0,0.0,80.0,136,167,3.0,3.52,University of Illinois at Chicago
MIS,0.0,0.0,105.0,144,170,3.0,3.46,University of Illinois at Chicago
Computer Science,0.0,0.0,105.0,153,159,3.0,3.3,University of Illinois at Chicago
Computer Science,0.0,0.0,98.0,146,168,3.0,3.23,University of Illinois at Chicago
Electronics and Communication,0.0,0.0,101.0,137,170,3.0,3.3,University of Illinois at Chicago
Information Systems,0.0,0.0,96.0,151,157,4.5,2.9,University of Illinois at Chicago
MIS,0.0,0.0,108.0,144,169,4.0,3.23,University of Illinois at Chicago
MIS,0.0,0.0,99.0,150,163,4.0,3.26,University of Illinois at Chicago
Computer Science,0.0,1.0,105.0,152,160,3.5,3.26,University of Illinois at Chicago
Electrical Engineering,0.0,0.0,104.21251509054326,150,170,4.5,3.84,University of Illinois at Chicago
MIS,0.0,0.0,115.0,152,168,3.0,3.36,University of Illinois at Chicago
MIS,0.0,0.0,115.0,146,168,4.0,3.17,University of Illinois at Chicago
MIS,0.0,0.0,107.0,150,167,4.5,3.5,University of Illinois at Chicago
MIS,0.0,0.0,117.0,152,169,5.5,3.26,University of Illinois at Chicago
MIS,0.0,0.0,105.0,156,163,3.0,2.75,University of Illinois at Chicago
Computer Science,0.0,0.0,104.0,147,154,3.5,3.49,University of Illinois at Chicago
Computer Science,0.0,0.0,90.0,145,169,2.5,3.49,University of Illinois at Chicago
Computer Science,0.0,0.0,99.0,152,157,2.5,3.46,University of Illinois at Chicago
Mechanical Engineering,0.0,0.0,111.0,156,162,4.0,3.26,University of Illinois at Chicago
Computer Science,0.0,0.0,102.0,156,152,3.5,3.1,University of Illinois at Chicago
Mechanical Engineering,0.0,0.0,88.0,152,140,3.0,3.42,University of Illinois at Chicago
MIS,0.0,0.0,104.0,151,170,4.0,3.26,University of Illinois at Chicago
Computer Science,0.0,0.0,102.0,144,170,2.5,3.78,University of Illinois at Chicago
MIS,0.0,0.0,102.0,152,160,3.5,3.23,University of Illinois at Chicago
Electrical Engineering,0.0,0.0,90.0,145,156,4.0,2.8,University of Illinois at Chicago
Computer Science,0.0,0.0,112.0,161,166,4.0,3.49,University of Illinois at Chicago
MIS,0.0,0.0,117.0,154,160,4.0,2.85,University of Illinois at Chicago
MIS,0.0,0.0,112.0,157,165,4.0,3.33,University of Illinois at Chicago
Computer Science,0.0,0.0,102.0,143,170,3.5,3.3,University of Illinois at Chicago
Computer Science,0.0,0.0,104.0,150,162,4.0,3.55,University of Illinois at Chicago
MIS,0.0,0.0,97.0,140,169,3.0,3.1,University of Illinois at Chicago
MIS,0.0,0.0,111.0,159,163,4.0,2.95,University of Illinois at Chicago
Electrical Engineering,0.0,0.0,95.0,146,156,3.5,3.6,University of Illinois at Chicago
Information Systems,0.0,0.0,105.0,153,164,4.0,3.1,University of Illinois at Chicago
Computer Science,0.0,13.0,114.0,162,160,4.5,3.84,University of Illinois at Chicago
Computer Science,0.0,34.0,114.0,157,161,4.0,3.07,University of Illinois at Chicago
Information Systems,0.0,12.0,103.0,152,162,4.0,3.65,University of Illinois at Chicago
Computer Science,0.0,0.0,104.21251509054326,154,162,3.5,3.3,University of Illinois at Chicago
MIS,0.0,0.0,103.0,149,169,3.0,3.55,University of Illinois at Chicago
MIS,0.0,0.0,111.0,154,163,3.5,3.3,University of Illinois at Chicago
Computer Science,0.0,0.0,102.0,146,170,4.0,2.85,University of Illinois at Chicago
Computer Science,0.0,0.0,95.0,136,170,3.0,2.95,University of Illinois at Chicago
MIS,0.0,0.0,91.0,144,170,3.0,3.2,University of Illinois at Chicago
MIS,0.0,0.0,102.0,144,170,4.0,2.8,University of Illinois at Chicago
Computer Science,0.0,0.0,102.0,151,164,3.0,3.62,University of Illinois at Chicago
Computer Science,0.0,0.0,99.0,145,160,3.0,3.36,University of Illinois at Chicago
MIS,0.0,0.0,107.0,141,169,4.0,3.1,University of Illinois at Chicago
MIS,0.0,0.0,101.0,155,163,3.5,3.65,University of Illinois at Chicago
Electrical Engineering,0.0,0.0,117.0,151,170,4.5,3.58,University of Illinois at Chicago
Computer Science,0.0,24.0,98.0,150,164,3.0,3.33,University of Illinois at Chicago
Electrical Engineering,0.0,0.0,104.21251509054326,140,170,5.0,3.49,University of Illinois at Chicago
MIS,0.0,48.0,99.0,153,162,3.5,3.17,University of Illinois at Chicago
Computer Science,0.0,0.0,106.0,144,168,3.5,3.58,University of Illinois at Chicago
MIS,0.0,0.0,100.0,150,161,4.0,3.62,University of Illinois at Chicago
Computer Science,0.0,0.0,112.0,148,170,3.5,3.87,University of Illinois at Chicago
MIS,0.0,0.0,115.0,163,164,3.0,3.2,University of Illinois at Chicago
Computer Science,0.0,0.0,104.21251509054326,148,170,4.0,2.95,University of Illinois at Chicago
MIS,0.0,0.0,95.0,147,169,3.0,3.26,University of Illinois at Chicago
Electrical and Computer Engineering,0.0,0.0,100.0,140,170,3.0,3.17,University of Illinois at Chicago
Mechanical Engineering,0.0,24.0,89.0,144,161,3.0,3.0,University of Illinois at Chicago
Computer Science,0.0,0.0,112.0,160,170,4.0,3.49,University of Illinois at Chicago
MIS,0.0,0.0,106.0,146,170,3.0,3.1,University of Illinois at Chicago
Electronics and Communication,0.0,0.0,104.0,149,159,3.0,3.46,University of Illinois at Chicago
Computer Science,0.0,0.0,103.0,151,166,2.5,3.33,University of Illinois at Chicago
MIS,0.0,0.0,101.0,146,170,3.0,3.26,University of Illinois at Chicago
MIS,0.0,0.0,115.0,151,170,4.0,2.95,University of Illinois at Chicago
Computer Science,0.0,0.0,108.0,151,164,3.5,3.36,University of Illinois at Chicago
Electrical and Computer Engineering,0.0,0.0,103.0,152,162,3.5,3.36,University of Illinois at Chicago
Computer Science,0.0,0.0,104.0,145,169,3.0,3.2,University of Illinois at Chicago
Mechanical Engineering,0.0,0.0,107.0,146,170,4.0,3.78,University of Illinois at Chicago
MIS,0.0,30.0,104.21251509054326,155,160,3.0,3.0,University of Illinois at Chicago
Information Systems,0.0,0.0,103.0,162,162,3.0,3.39,University of Illinois at Chicago
Electrical and Computer Engineering,0.0,8.0,96.0,146,162,3.5,3.07,University of Illinois at Chicago
Mechanical Engineering,0.0,0.0,99.0,157,161,3.5,3.58,University of Illinois at Chicago
Computer Science,0.0,0.0,96.0,145,165,2.5,3.3,University of Illinois at Chicago
Computer Science,0.0,0.0,111.0,140,170,3.5,3.62,University of Illinois at Chicago
Information Systems,0.0,0.0,112.0,150,163,4.0,2.55,University of Illinois at Chicago
MIS,0.0,6.0,104.21251509054326,151,160,3.5,3.17,University of Illinois at Chicago
MIS,0.0,0.0,92.0,144,165,3.0,3.36,University of Illinois at Chicago
Electrical Engineering,0.0,3.0,98.0,145,160,3.0,3.46,University of Illinois at Chicago
Mechanical Engineering,0.0,0.0,109.0,151,170,4.0,2.45,University of Illinois at Chicago
Electronics and Communication,0.0,0.0,107.0,146,170,3.0,3.62,University of Illinois at Chicago
Electrical Engineering,0.0,3.0,105.0,150,165,3.0,3.33,University of Illinois at Chicago
MIS,0.0,0.0,111.0,152,168,3.5,2.65,University of Illinois at Chicago
MIS,0.0,0.0,106.0,151,157,4.0,3.42,University of Illinois at Chicago
Information Systems,0.0,0.0,115.0,151,168,3.5,3.17,University of Illinois at Chicago
Electrical Engineering,0.0,0.0,108.0,155,158,3.5,3.46,University of Illinois at Chicago
Information Systems,0.0,0.0,99.0,150,170,4.5,2.65,University of Illinois at Chicago
MIS,0.0,0.0,96.0,150,162,3.5,3.1,University of Illinois at Chicago
MIS,0.0,29.0,97.0,155,166,3.0,3.26,University of Illinois at Chicago
MIS,0.0,0.0,102.0,144,170,3.0,3.2,University of Illinois at Chicago
MIS,0.0,0.0,111.0,153,162,3.5,3.55,University of Illinois at Chicago
MIS,0.0,0.0,102.0,151,157,4.0,2.9,University of Illinois at Chicago
Information Systems,0.0,0.0,113.0,150,164,3.5,3.5,University of Illinois at Chicago
MIS,0.0,0.0,108.0,151,157,4.0,3.5,University of Illinois at Chicago
MIS,0.0,0.0,104.0,153,163,4.0,2.6,University of Illinois at Chicago
Electrical Engineering,0.0,12.0,98.0,148,170,3.0,3.39,University of Illinois at Chicago
Computer Science,0.0,0.0,95.0,144,170,3.5,3.62,University of Illinois at Chicago
Electrical Engineering,0.0,0.0,97.0,150,158,3.0,3.55,University of Illinois at Chicago
MIS,0.0,0.0,96.0,145,165,3.0,3.33,University of Illinois at Chicago
Computer Science,0.0,0.0,105.0,144,168,3.5,2.9,University of Illinois at Chicago
MIS,0.0,0.0,112.0,151,157,5.5,3.2,University of Illinois at Chicago
Computer Science,0.0,0.0,107.0,150,166,3.5,3.46,University of Illinois at Chicago
Mechanical Engineering,0.0,0.0,105.0,151,161,3.5,2.7,University of Illinois at Chicago
MIS,0.0,17.0,109.0,152,156,4.0,3.52,University of Illinois at Chicago
Mechanical Engineering,0.0,0.0,113.0,152,170,4.0,3.0,University of Illinois at Chicago
MIS,0.0,0.0,108.0,151,157,5.0,3.1,University of Illinois at Chicago
MIS,0.0,0.0,97.0,146,168,3.0,3.3,University of Illinois at Chicago
MIS,0.0,37.0,98.0,152,163,3.0,2.8,University of Illinois at Chicago
Computer Science,0.0,5.0,100.0,150,157,3.5,3.26,University of Illinois at Chicago
Mechanical Engineering,0.0,0.0,99.0,148,168,3.0,3.46,University of Illinois at Chicago
Industrial Engineering,0.0,0.0,97.0,147,169,3.0,2.75,University of Illinois at Chicago
Information Systems,0.0,12.0,109.0,155,164,3.5,3.23,University of Illinois at Chicago
MIS,3.0,60.0,101.0,152,162,3.5,3.1,University of Illinois at Chicago
MIS,0.0,0.0,104.21251509054326,146,170,3.5,3.07,University of Illinois at Chicago
MIS,0.0,0.0,108.0,152,163,3.5,2.7,University of Illinois at Chicago
Computer Science,0.0,20.0,102.0,153,161,3.5,3.17,University of Illinois at Chicago
MIS,0.0,0.0,108.0,159,161,4.0,3.23,University of Illinois at Chicago
Electrical Engineering,0.0,0.0,104.21251509054326,136,165,3.5,3.07,University of Illinois at Chicago
Mechanical Engineering,7.0,24.0,112.0,156,165,4.0,3.74,University of Illinois at Chicago
Electrical Engineering,0.0,0.0,104.21251509054326,148,170,5.0,3.65,University of Illinois at Chicago
Computer Science,0.0,30.0,101.0,151,166,3.5,3.07,University of Illinois at Chicago
Computer Science,0.0,0.0,96.0,144,170,3.0,3.3,University of Illinois at Chicago
Electrical Engineering,0.0,0.0,105.0,146,170,3.0,3.46,University of Illinois at Chicago
Computer Science,0.0,0.0,93.0,153,158,3.0,3.36,University of Illinois at Chicago
Computer Science,0.0,0.0,113.0,152,164,4.0,3.49,University of Illinois at Chicago
Computer Science,0.0,0.0,107.0,147,161,4.0,3.1,University of Illinois at Chicago
Computer Science,0.0,0.0,110.0,151,164,3.5,3.65,University of Illinois at Chicago
MIS,0.0,0.0,115.0,157,156,3.5,3.23,University of Illinois at Chicago
MIS,0.0,38.0,8.0,153,160,3.0,3.46,University of Illinois at Chicago
Electrical Engineering,0.0,0.0,85.0,136,154,2.0,3.07,University of Illinois at Chicago
MIS,0.0,0.0,96.0,144,170,3.5,3.39,University of Illinois at Chicago
Information Systems,0.0,0.0,116.0,147,170,3.5,2.95,University of Illinois at Chicago
MIS,0.0,0.0,102.0,149,159,3.0,3.46,University of Illinois at Chicago
Electrical Engineering,0.0,0.0,95.0,144,163,3.0,3.33,University of Illinois at Chicago
MIS,0.0,0.0,104.0,143,168,3.0,3.07,University of Illinois at Chicago
Computer Science,0.0,12.0,104.0,150,159,3.5,3.39,University of Illinois at Chicago
MIS,0.0,0.0,104.0,150,170,3.0,3.23,University of Illinois at Chicago
Mechanical Engineering,0.0,0.0,102.0,152,170,3.5,3.0,University of Illinois at Chicago
Mechanical Engineering,0.0,0.0,96.0,150,161,3.0,2.8,University of Illinois at Chicago
MIS,0.0,0.0,100.0,151,157,4.5,3.8,University of Illinois at Chicago
MIS,0.0,0.0,110.0,151,157,5.0,3.33,University of Illinois at Chicago
Computer Science,0.0,0.0,99.0,155,164,4.0,3.33,University of Illinois at Chicago
Industrial Engineering,0.0,0.0,114.0,154,154,4.0,3.0,University of Illinois at Chicago
Computer Science,0.0,0.0,104.0,152,161,3.0,3.0,University of Florida
Computer Science,0.0,21.0,104.0,145,165,3.0,3.42,University of Florida
Computer Science,0.0,0.0,105.0,153,170,3.5,3.33,University of Florida
